bbox,class_name,confidence,dedup_status,entity,evidence,image_id,match_status,matched_reference_vehicle_id,observation,raw_detection_id,review_medium,reviewed,run,status,target_id
"[1796.9527587890625, 187.36463928222656, 1827.330810546875, 214.1238555908203]",car,0.33559533953666687,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007527,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,unresolved_reference_matching,S004
"[1869.17626953125, 182.7860870361328, 1909.6572265625, 226.22137451171875]",car,0.3130759000778198,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007527,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,unresolved_reference_matching,S005
"[61.952022552490234, 246.67828369140625, 89.03802490234375, 267.5440979003906]",car,0.7015581727027893,kept,detection,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,IMG_007542,correct_detection,,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,raw_0002,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,correct_detection,S002
"[300.2928161621094, 212.8958740234375, 360.1736755371094, 273.2401428222656]",truck,0.46792861819267273,kept,detection,"Explicit risk-sheet decision: detection appears to cover booth/wall structure, but resolution is insufficient for confirmed false detection.",IMG_007542,possible_false_detection,,"Explicit risk-sheet decision: detection appears to cover booth/wall structure, but resolution is insufficient for confirmed false detection.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,possible_false_detection,S004
"[19.093433380126953, 249.0658416748047, 50.68722152709961, 267.3583679199219]",car,0.45658937096595764,kept,detection,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,IMG_007542,correct_detection,,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_02.jpg,True,r1,correct_detection,S005
"[1709.0255126953125, 104.97663116455078, 1920.0, 339.5197448730469]",van,0.37794750928878784,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007620,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_03.jpg,True,r1,unresolved_reference_matching,S004
"[379.6007385253906, 254.32411193847656, 450.35101318359375, 299.066162109375]",car,0.408437579870224,kept,detection,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,IMG_007598,correct_detection,,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,raw_0001,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_03.jpg,True,r1,correct_detection,S001
"[588.7674560546875, 131.3787078857422, 732.2921752929688, 247.4073028564453]",car,0.30290111899375916,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007601,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0008,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_03.jpg,True,r1,unresolved_reference_matching,S008
"[1271.287109375, 342.3551330566406, 1501.5345458984375, 446.6730651855469]",car,0.7310703992843628,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007612,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_04.jpg,True,r1,unresolved_reference_matching,S005
"[619.7171630859375, 363.3228454589844, 702.2745971679688, 415.7449951171875]",car,0.3668477535247803,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007612,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0008,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_04.jpg,True,r1,unresolved_reference_matching,S008
"[649.7044677734375, 365.1709289550781, 703.2233276367188, 414.5826721191406]",car,0.26728469133377075,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007612,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0010,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_04.jpg,True,r1,unresolved_reference_matching,S010
"[1570.6190185546875, 202.38491821289062, 1654.0928955078125, 257.1432800292969]",car,0.6250318288803101,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007621,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_04.jpg,True,r1,unresolved_reference_matching,S003
"[174.51773071289062, 202.93002319335938, 259.0520324707031, 220.7113037109375]",car,0.4469979703426361,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007650,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_05.jpg,True,r1,unresolved_reference_matching,S004
"[0.19255828857421875, 210.45164489746094, 242.57876586914062, 432.9249572753906]",car,0.3570083975791931,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007655,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_05.jpg,True,r1,unresolved_reference_matching,S005
"[1365.85986328125, 372.00433349609375, 1457.041259765625, 472.9460754394531]",car,0.5057635307312012,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007664,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0006,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_05.jpg,True,r1,unresolved_reference_matching,S006
"[560.4943237304688, 105.43501281738281, 633.4297485351562, 207.95567321777344]",van,0.44121846556663513,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007665,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_06.jpg,True,r1,unresolved_reference_matching,S004
"[1654.7017822265625, 152.912353515625, 1919.9847412109375, 371.5888366699219]",car,0.4625752568244934,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007661,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_06.jpg,True,r1,unresolved_reference_matching,S004
"[1841.231689453125, 56.869571685791016, 1920.0, 251.3924102783203]",truck,0.2606534957885742,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007580,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_06.jpg,True,r1,unresolved_reference_matching,S005
"[1289.3817138671875, 243.55125427246094, 1438.776123046875, 323.805908203125]",car,0.4766831398010254,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007585,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_06.jpg,True,r1,unresolved_reference_matching,S004
"[273.0211486816406, 302.46343994140625, 328.2491149902344, 416.0907287597656]",car,0.6733892560005188,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007626,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0001,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_06.jpg,True,r1,unresolved_reference_matching,S001
"[437.79730224609375, 283.635498046875, 499.5272216796875, 386.888671875]",car,0.6130270957946777,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007626,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0002,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_06.jpg,True,r1,unresolved_reference_matching,S002
"[1308.9666748046875, 221.24542236328125, 1365.4940185546875, 253.94482421875]",car,0.34966567158699036,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007635,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0007,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_07.jpg,True,r1,unresolved_reference_matching,S007
"[1391.71142578125, 216.30117797851562, 1537.8350830078125, 270.9526062011719]",car,0.2663554251194,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007635,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0008,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_07.jpg,True,r1,unresolved_reference_matching,S008
"[1350.7681884765625, 147.86585998535156, 1412.628173828125, 204.88009643554688]",car,0.4844910502433777,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007672,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0008,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_07.jpg,True,r1,unresolved_reference_matching,S007
"[213.5745391845703, 112.80322265625, 296.9659118652344, 181.32986450195312]",car,0.4225125312805176,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007672,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0009,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_07.jpg,True,r1,unresolved_reference_matching,S008
"[41.89322280883789, 106.97801971435547, 119.0699462890625, 137.5908660888672]",car,0.2884383201599121,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007672,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0014,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_07.jpg,True,r1,unresolved_reference_matching,S013
"[1154.4501953125, 296.4366760253906, 1209.1514892578125, 338.3385009765625]",car,0.4957488477230072,kept,detection,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,IMG_007673,correct_detection,,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,raw_0001,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_07.jpg,True,r1,correct_detection,S001
"[1706.7943115234375, 308.54833984375, 1743.903564453125, 363.1294860839844]",car,0.5273284316062927,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007450,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_07.jpg,True,r1,unresolved_reference_matching,S003
"[1771.81494140625, 311.877685546875, 1803.8955078125, 362.7191162109375]",car,0.37191444635391235,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007450,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_07.jpg,True,r1,unresolved_reference_matching,S005
"[407.5542297363281, 293.4863586425781, 450.9903259277344, 351.6888427734375]",car,0.3117220401763916,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007396,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_08.jpg,True,r1,unresolved_reference_matching,S004
"[1569.75439453125, 381.3245849609375, 1605.17626953125, 423.619384765625]",car,0.2508203089237213,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007326,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0005,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_09.jpg,True,r1,unresolved_reference_matching,S005
"[1310.3619384765625, 263.3148498535156, 1374.6085205078125, 324.98785400390625]",truck,0.6386451721191406,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007340,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_09.jpg,True,r1,unresolved_reference_matching,S004
"[680.9304809570312, 244.61279296875, 742.3271484375, 309.0084228515625]",car,0.4508695900440216,kept,detection,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,IMG_007692,correct_detection,,Explicit risk-sheet decision: visible vehicle without a frozen one-to-one reference pairing.,raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_10.jpg,True,r1,correct_detection,S003
"[510.3040466308594, 156.15016174316406, 550.67333984375, 188.8607635498047]",car,0.48635584115982056,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007707,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0003,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_10.jpg,True,r1,unresolved_reference_matching,S003
"[551.8075561523438, 147.73158264160156, 614.2364501953125, 180.98245239257812]",van,0.3680358827114105,kept,detection,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",IMG_007707,unresolved_reference_matching,,"Cyan detection has no frozen geometric reference pairing; could be real unreferenced vehicle, reflection, localization mismatch or false detection. Not called false solely for lacking match.",raw_0004,/home/yanbo/net_vlm_parking_optimization/18_v5_detector_footprint/01_detector_audit/detection_overlays/r1_sheet_10.jpg,True,r1,unresolved_reference_matching,S004
