media_id,event_name,event_label,sample_role,evidence_description,reviewer,review_status,event_definition_version
IMG_007634,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=117; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007635,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=118; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007636,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=119; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007637,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=120; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007638,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=122; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007639,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=123; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007640,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=124; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007641,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=125; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007642,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=126; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007643,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=127; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007644,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=128; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007645,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=129; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007646,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=130; intended_group=p04-angled-footprint-outside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007647,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=131; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007648,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=132; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007649,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=133; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007650,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=134; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007651,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=135; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007652,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=136; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007653,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=137; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007654,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=138; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007655,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=139; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007656,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=140; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007657,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=141; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007658,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=142; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007659,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=143; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007660,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=144; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007661,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=145; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007662,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=146; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007663,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=147; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007664,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=148; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007665,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=149; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007666,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=150; intended_group=p05-multi-vehicle-at-least-one-violation; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007667,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=151; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007668,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=152; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007669,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=153; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007670,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=154; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007671,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=155; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007672,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=156; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007673,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=157; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007674,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=158; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007675,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=159; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007676,parking_order_violation,1,positive,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=160; intended_group=p06-nose-or-tail-intrudes-aisle; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007400,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=161; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007401,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=162; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007402,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=163; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007403,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=164; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007404,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=165; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007405,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=166; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007406,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=167; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007407,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=168; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007408,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=169; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007409,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=170; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007410,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=171; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007411,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=172; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007412,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=173; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007413,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=174; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007414,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=175; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007415,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=176; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007416,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=177; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007417,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=178; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007418,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=179; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007419,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=180; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007420,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=181; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007421,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=182; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007422,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=183; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007423,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=184; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007424,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=185; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007425,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=186; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007426,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=187; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007427,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=188; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007428,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=189; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007429,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=190; intended_group=n01-standard-inside-bay; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007430,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=191; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007431,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=192; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007432,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=193; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007433,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=194; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007434,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=195; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007435,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=196; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007436,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=197; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007437,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=198; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007438,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=199; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007439,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=200; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007440,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=201; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007441,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=202; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007442,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=203; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007443,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=204; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007444,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=205; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007445,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=206; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007446,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=207; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007447,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=208; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007448,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=209; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007449,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=210; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007450,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=211; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007451,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=212; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007452,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=213; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007453,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=214; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007454,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=215; intended_group=n02-close-to-line-but-inside; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007455,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=216; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007456,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=217; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007457,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=218; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007458,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=219; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007459,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=220; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007460,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=221; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007461,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=222; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007462,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=223; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007463,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=224; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007464,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=225; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007465,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=226; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007466,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=227; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007467,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=228; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007468,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=229; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
IMG_007469,parking_order_violation,0,negative,"GT_BASIS=generation_intent; GT_REVIEW_STATUS=unreviewed; source_slot=230; intended_group=n03-diagonal-bay-correct; synthetic prompt-derived intent label, not human visual gold and not a model prediction.",,unreviewed,v1.1
