evidence,group_id,group_key,gt_label,inference_error,latency_seconds,media_id,model_label,ollama_eval_count,ollama_load_duration_ns,ollama_prompt_eval_count,ollama_total_duration_ns,parse_error,raw_response,reason,relative_path,sample_role,source_id,split,status
White SUV and adjacent cars are fully contained within their respective parking spaces with no boundary crossing observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,33.452816,IMG_007560,0,55,397411447,476,33391269397,,"{""label"":""0"",""reason"":""All visible vehicles are parked within clearly marked white bay lines; no vehicle crosses boundaries or intrudes into travel aisles."",""evidence"":""White SUV and adjacent cars are fully contained within their respective parking spaces with no boundary crossing observed.""}",All visible vehicles are parked within clearly marked white bay lines; no vehicle crosses boundaries or intrudes into travel aisles.,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007560.png,positive,42,train,ok
Vehicle is positioned inside a clearly marked parking space with visible white boundary lines on both sides and front.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,31.915319,IMG_007561,0,62,413724542,476,31851235999,,"{""label"":""0"",""reason"":""The white Tesla is clearly parked within a single marked parking bay, aligned with the white painted lines, showing no boundary crossing or intrusion into travel lanes."",""evidence"":""Vehicle is positioned inside a clearly marked parking space with visible white boundary lines on both sides and front.""}","The white Tesla is clearly parked within a single marked parking bay, aligned with the white painted lines, showing no boundary crossing or intrusion into travel lanes.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007561.png,positive,43,train,ok
Vehicle is centered in a clearly marked parking space with yellow boundary lines visible on both sides and front.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,31.248851,IMG_007562,0,59,401683608,476,31190955451,,"{""label"":""0"",""reason"":""The white car is positioned squarely within a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries."",""evidence"":""Vehicle is centered in a clearly marked parking space with yellow boundary lines visible on both sides and front.""}","The white car is positioned squarely within a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007562.png,positive,44,train,ok
White car is fully contained within yellow-lined parking bay; no boundary crossing or aisle intrusion observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,29.767756,IMG_007563,0,86,491236650,476,29706924275,,"{""label"":""0"",""reason"":""The white Ford sedan is clearly parked within a marked bay, aligned with yellow boundary lines and not intruding into any travel aisle or crossing bay boundaries. Other visible vehicles in the background also appear to be within their respective bays. No evidence of parking order violation is present."",""evidence"":""White car is fully contained within yellow-lined parking bay; no boundary crossing or aisle intrusion observed.""}","The white Ford sedan is clearly parked within a marked bay, aligned with yellow boundary lines and not intruding into any travel aisle or crossing bay boundaries. Other visible vehicles in the background also appear to be within their respective bays. No evidence of parking order violation is present.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007563.png,positive,45,train,ok
Vehicle is aligned within yellow-marked parking space; no boundary crossing or aisle intrusion observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,30.661715,IMG_007564,0,64,407380357,476,30601570716,,"{""label"":""0"",""reason"":""The white sedan is clearly positioned within a marked parking bay, bounded by yellow lines on both sides, with no visible intrusion into travel aisles or crossing of bay boundaries."",""evidence"":""Vehicle is aligned within yellow-marked parking space; no boundary crossing or aisle intrusion observed.""}","The white sedan is clearly positioned within a marked parking bay, bounded by yellow lines on both sides, with no visible intrusion into travel aisles or crossing of bay boundaries.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007564.png,positive,46,train,ok
"White painted parking bay lines clearly enclose the silver sedan, and the vehicle is positioned entirely within these boundaries without crossing any lines.",POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,32.977344,IMG_007565,0,86,404554835,476,32917704287,,"{""label"":""0"",""reason"":""The silver sedan is clearly parked within the white-lined parking bay boundaries. Other visible vehicles in the background are also positioned within their respective marked bays. There is no evidence of any vehicle crossing bay boundaries or intruding into travel aisles."",""evidence"":""White painted parking bay lines clearly enclose the silver sedan, and the vehicle is positioned entirely within these boundaries without crossing any lines.""}",The silver sedan is clearly parked within the white-lined parking bay boundaries. Other visible vehicles in the background are also positioned within their respective marked bays. There is no evidence of any vehicle crossing bay boundaries or intruding into travel aisles.,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007565.png,positive,47,train,ok
Visible white painted lines define the parking bay boundaries; the silver car is fully contained within these lines without crossing them or blocking the aisle.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,36.556856,IMG_007566,0,92,421648633,476,36497895871,,"{""label"":""0"",""reason"":""The silver sedan is parked within a clearly marked parking bay, aligned with the lane boundaries and not obstructing any travel aisles. The adjacent vehicle is also within its designated space. No evidence of crossing bay boundaries or intruding into non-parking areas is visible."",""evidence"":""Visible white painted lines define the parking bay boundaries; the silver car is fully contained within these lines without crossing them or blocking the aisle.""}","The silver sedan is parked within a clearly marked parking bay, aligned with the lane boundaries and not obstructing any travel aisles. The adjacent vehicle is also within its designated space. No evidence of crossing bay boundaries or intruding into non-parking areas is visible.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007566.png,positive,48,train,ok
Vehicle is fully contained within marked parking space boundaries,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,32.916404,IMG_007567,0,50,531542288,476,32858168333,,"{""label"":""0"",""reason"":""The silver sedan is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries."",""evidence"":""Vehicle is fully contained within marked parking space boundaries""}","The silver sedan is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007567.png,positive,49,train,ok
Vehicle is fully contained within yellow parking bay lines; no boundary crossing or non-parking area intrusion observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,32.585217,IMG_007568,0,64,492537906,476,32523245329,,"{""label"":""0"",""reason"":""The blue SUV is clearly positioned within the yellow rectangular parking bay markings on the pavement, with no visible intrusion into travel aisles or crossing of bay boundaries."",""evidence"":""Vehicle is fully contained within yellow parking bay lines; no boundary crossing or non-parking area intrusion observed.""}","The blue SUV is clearly positioned within the yellow rectangular parking bay markings on the pavement, with no visible intrusion into travel aisles or crossing of bay boundaries.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007568.png,positive,50,train,ok
Vehicle is centered within marked parking space; white bay lines are clearly visible and the vehicle does not cross them.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,29.419276,IMG_007571,0,64,421139355,476,29358188720,,"{""label"":""0"",""reason"":""The black Ford SUV is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries."",""evidence"":""Vehicle is centered within marked parking space; white bay lines are clearly visible and the vehicle does not cross them.""}","The black Ford SUV is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007571.png,positive,53,train,ok
Visible white parking bay lines clearly contain both vehicles without any boundary crossing or aisle intrusion.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,30.034835,IMG_007572,0,69,405087824,476,29974205466,,"{""label"":""0"",""reason"":""The black Buick SUV is clearly parked within its marked white bay lines, and the silver car behind it is also within its own bay; no vehicles are crossing boundaries or intruding into aisles."",""evidence"":""Visible white parking bay lines clearly contain both vehicles without any boundary crossing or aisle intrusion.""}","The black Buick SUV is clearly parked within its marked white bay lines, and the silver car behind it is also within its own bay; no vehicles are crossing boundaries or intruding into aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007572.png,positive,54,train,ok
Vehicle is fully contained within marked parking bay lines,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,26.98102,IMG_007573,0,46,470655638,476,26919603243,,"{""label"":""0"",""reason"":""The black SUV is clearly parked within the white-lined parking bay, with no visible boundary crossing or intrusion into travel aisles."",""evidence"":""Vehicle is fully contained within marked parking bay lines""}","The black SUV is clearly parked within the white-lined parking bay, with no visible boundary crossing or intrusion into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007573.png,positive,55,train,ok
Vehicle is centered within marked bay lines; no boundary crossing or non-parking area intrusion observed,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,27.355339,IMG_007574,0,58,465885968,476,27293821219,,"{""label"":""0"",""reason"":""The gray minivan is clearly positioned within the yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries."",""evidence"":""Vehicle is centered within marked bay lines; no boundary crossing or non-parking area intrusion observed""}","The gray minivan is clearly positioned within the yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007574.png,positive,56,train,ok
Vehicle is fully contained within yellow parking bay markings; no boundary crossing or non-parking area intrusion observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,26.794137,IMG_007575,0,60,462637875,476,26733183126,,"{""label"":""0"",""reason"":""The vehicle is clearly positioned within the yellow-lined parking bay boundaries, with no visible intrusion into travel aisles or crossing of bay lines."",""evidence"":""Vehicle is fully contained within yellow parking bay markings; no boundary crossing or non-parking area intrusion observed.""}","The vehicle is clearly positioned within the yellow-lined parking bay boundaries, with no visible intrusion into travel aisles or crossing of bay lines.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007575.png,positive,57,train,ok
Vehicle is aligned within yellow-lined parking bay; no boundary crossing or aisle intrusion observed,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,25.88187,IMG_007576,0,62,446220673,476,25818167417,,"{""label"":""0"",""reason"":""The gray minivan is positioned within a clearly marked parking bay, bounded by yellow lines on both sides, with no visible intrusion into travel lanes or crossing of bay boundaries."",""evidence"":""Vehicle is aligned within yellow-lined parking bay; no boundary crossing or aisle intrusion observed""}","The gray minivan is positioned within a clearly marked parking bay, bounded by yellow lines on both sides, with no visible intrusion into travel lanes or crossing of bay boundaries.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007576.png,positive,58,train,ok
Vehicle is centered in a marked parking space with clear white boundary lines on both sides and front.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,27.495925,IMG_007577,0,61,512553996,476,27432824448,,"{""label"":""0"",""reason"":""The white van is clearly positioned within the boundaries of a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines."",""evidence"":""Vehicle is centered in a marked parking space with clear white boundary lines on both sides and front.""}","The white van is clearly positioned within the boundaries of a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007577.png,positive,59,train,ok
Vehicle is fully contained within one marked parking space; no boundary crossing or aisle intrusion observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,27.378087,IMG_007578,0,60,403581057,476,27313898537,,"{""label"":""0"",""reason"":""The white van is clearly positioned within the boundaries of a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines."",""evidence"":""Vehicle is fully contained within one marked parking space; no boundary crossing or aisle intrusion observed.""}","The white van is clearly positioned within the boundaries of a single marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007578.png,positive,60,train,ok
Vehicle is fully contained within single marked parking bay lines,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,27.45157,IMG_007579,0,58,399459146,476,27390526134,,"{""label"":""0"",""reason"":""The white van is positioned within a clearly marked parking bay, aligned with the white painted lines, and does not appear to cross any bay boundaries or intrude into a travel aisle."",""evidence"":""Vehicle is fully contained within single marked parking bay lines""}","The white van is positioned within a clearly marked parking bay, aligned with the white painted lines, and does not appear to cross any bay boundaries or intrude into a travel aisle.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007579.png,positive,61,train,ok
Visible yellow bay lines contain the vehicle; no boundary crossing or non-parking intrusion is evident.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,27.376697,IMG_007580,0,61,434479312,476,27314738054,,"{""label"":""0"",""reason"":""The main vehicle is centered within a clearly marked parking bay, and no other visible vehicles are shown crossing bay boundaries or intruding into travel aisles."",""evidence"":""Visible yellow bay lines contain the vehicle; no boundary crossing or non-parking intrusion is evident.""}","The main vehicle is centered within a clearly marked parking bay, and no other visible vehicles are shown crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007580.png,positive,62,train,ok
Visible yellow bay lines contain the vehicles; no boundary crossing or aisle intrusion is observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,26.263997,IMG_007581,0,51,339123847,476,26202403140,,"{""label"":""0"",""reason"":""The main vehicle is clearly parked within a marked bay, and background vehicles are also within their respective bays."",""evidence"":""Visible yellow bay lines contain the vehicles; no boundary crossing or aisle intrusion is observed.""}","The main vehicle is clearly parked within a marked bay, and background vehicles are also within their respective bays.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007581.png,positive,63,train,ok
Visible yellow parking bay lines contain the main vehicle; no boundary crossing or non-parking area intrusion is observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,28.741989,IMG_007582,0,89,470990898,476,28679068969,,"{""label"":""0"",""reason"":""The black pickup truck is positioned within a clearly marked yellow parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries. Other vehicles in the background also appear to be parked within their respective marked bays. The scene shows orderly parking without evidence of violation."",""evidence"":""Visible yellow parking bay lines contain the main vehicle; no boundary crossing or non-parking area intrusion is observed.""}","The black pickup truck is positioned within a clearly marked yellow parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries. Other vehicles in the background also appear to be parked within their respective marked bays. The scene shows orderly parking without evidence of violation.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007582.png,positive,64,train,ok
Vehicle is centered within marked parking space; white lane lines are visible on both sides and the car does not cross them.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,29.367188,IMG_007583,0,65,414471959,476,29308748998,,"{""label"":""0"",""reason"":""The red Volkswagen is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries."",""evidence"":""Vehicle is centered within marked parking space; white lane lines are visible on both sides and the car does not cross them.""}","The red Volkswagen is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007583.png,positive,65,train,ok
Red car is fully contained within parking bay lines; white car is in adjacent bay; no boundary crossing or aisle intrusion observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,31.662919,IMG_007584,0,82,409757846,476,31601477547,,"{""label"":""0"",""reason"":""The red Ford Focus is clearly parked within its designated parking bay, aligned with the white painted lines. The white SUV is also parked within its own bay. No vehicles are crossing bay boundaries or intruding into travel aisles."",""evidence"":""Red car is fully contained within parking bay lines; white car is in adjacent bay; no boundary crossing or aisle intrusion observed.""}","The red Ford Focus is clearly parked within its designated parking bay, aligned with the white painted lines. The white SUV is also parked within its own bay. No vehicles are crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007584.png,positive,66,train,ok
Visible white parking bay lines clearly contain both vehicles without any boundary crossing or intrusion into non-parking areas.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,33.308834,IMG_007585,0,70,409098078,476,33250757523,,"{""label"":""0"",""reason"":""The red car is clearly parked within a marked white-lined bay, and the white car is also within its own bay; no vehicles are crossing boundaries or intruding into travel aisles."",""evidence"":""Visible white parking bay lines clearly contain both vehicles without any boundary crossing or intrusion into non-parking areas.""}","The red car is clearly parked within a marked white-lined bay, and the white car is also within its own bay; no vehicles are crossing boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007585.png,positive,67,train,ok
Vehicle is centered in a single marked bay with visible yellow lines on both sides; no boundary crossing or aisle intrusion observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,31.86489,IMG_007586,0,72,379630506,476,31806282648,,"{""label"":""0"",""reason"":""The white vehicle is clearly positioned within a marked parking bay, aligned with yellow boundary lines on the ground, showing no evidence of crossing bay boundaries or intruding into travel aisles."",""evidence"":""Vehicle is centered in a single marked bay with visible yellow lines on both sides; no boundary crossing or aisle intrusion observed.""}","The white vehicle is clearly positioned within a marked parking bay, aligned with yellow boundary lines on the ground, showing no evidence of crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007586.png,positive,68,train,ok
White car parked inside marked bay; yellow boundary lines visible on both sides; no vehicle crossing bay or entering travel lane,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,34.156258,IMG_007587,0,87,393689034,476,34096349293,,"{""label"":""0"",""reason"":""The white vehicle is clearly positioned within a marked parking bay, bounded by yellow lines on both sides and aligned with the parking geometry. No other vehicles are seen crossing bay boundaries or intruding into travel aisles. The scene shows no evidence of parking order violations."",""evidence"":""White car parked inside marked bay; yellow boundary lines visible on both sides; no vehicle crossing bay or entering travel lane""}","The white vehicle is clearly positioned within a marked parking bay, bounded by yellow lines on both sides and aligned with the parking geometry. No other vehicles are seen crossing bay boundaries or intruding into travel aisles. The scene shows no evidence of parking order violations.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007587.png,positive,69,train,ok
White car is fully contained within yellow-lined parking bay; no boundary crossing or aisle intrusion observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,33.929773,IMG_007588,0,83,442691968,476,33871546424,,"{""label"":""0"",""reason"":""The white vehicle is clearly positioned within a marked parking bay, aligned with the yellow boundary lines, and not intruding into any travel aisle or crossing bay boundaries. Other visible vehicles are also within their respective bays. No evidence of parking order violation is present."",""evidence"":""White car is fully contained within yellow-lined parking bay; no boundary crossing or aisle intrusion observed.""}","The white vehicle is clearly positioned within a marked parking bay, aligned with the yellow boundary lines, and not intruding into any travel aisle or crossing bay boundaries. Other visible vehicles are also within their respective bays. No evidence of parking order violation is present.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007588.png,positive,70,train,ok
Vehicle is centered within marked parking space; no boundary crossing or aisle intrusion observed,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,32.976393,IMG_007589,0,55,428222785,476,32917538852,,"{""label"":""0"",""reason"":""The white car is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel lanes or crossing of bay boundaries."",""evidence"":""Vehicle is centered within marked parking space; no boundary crossing or aisle intrusion observed""}","The white car is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel lanes or crossing of bay boundaries.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007589.png,positive,71,train,ok
Vehicle is positioned inside a marked parking space with clear lane boundaries visible on both sides.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,31.552547,IMG_007590,0,58,386180335,476,31491361775,,"{""label"":""0"",""reason"":""The white car is parked within a clearly marked parking bay, aligned with the lane boundaries and not crossing any visible travel aisles or bay limits."",""evidence"":""Vehicle is positioned inside a marked parking space with clear lane boundaries visible on both sides.""}","The white car is parked within a clearly marked parking bay, aligned with the lane boundaries and not crossing any visible travel aisles or bay limits.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007590.png,positive,72,train,ok
Visible white sedan parked inside marked bay; clear lane markings; no boundary crossing or aisle intrusion observed.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,32.083808,IMG_007591,0,85,499708310,476,32023162238,,"{""label"":""0"",""reason"":""The white sedan is parked within a clearly marked parking bay, aligned with the lane and not crossing any boundaries or intruding into the travel aisle. The second vehicle in the distance also appears to be within its designated bay. No evidence of parking order violation is visible."",""evidence"":""Visible white sedan parked inside marked bay; clear lane markings; no boundary crossing or aisle intrusion observed.""}","The white sedan is parked within a clearly marked parking bay, aligned with the lane and not crossing any boundaries or intruding into the travel aisle. The second vehicle in the distance also appears to be within its designated bay. No evidence of parking order violation is visible.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007591.png,positive,73,train,ok
Vehicle is centered within a single marked parking space with visible yellow boundary lines on both sides.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,30.460287,IMG_007592,0,64,418999047,476,30399990554,,"{""label"":""0"",""reason"":""The silver sedan is clearly positioned within a marked parking bay, aligned with the yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles."",""evidence"":""Vehicle is centered within a single marked parking space with visible yellow boundary lines on both sides.""}","The silver sedan is clearly positioned within a marked parking bay, aligned with the yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007592.png,positive,74,train,ok
Vehicle is fully contained within marked bay geometry; yellow lines are visible and the car does not cross them.,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,1,,31.588087,IMG_007593,0,67,393310607,476,31527423142,,"{""label"":""0"",""reason"":""The silver sedan is positioned within a clearly marked parking bay, aligned with the yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles."",""evidence"":""Vehicle is fully contained within marked bay geometry; yellow lines are visible and the car does not cross them.""}","The silver sedan is positioned within a clearly marked parking bay, aligned with the yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007593.png,positive,75,train,ok
Visible yellow parking bay lines contain all vehicles; no boundary crossing or aisle intrusion observed.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,31.705265,IMG_007647,0,58,454315891,476,31637550972,,"{""label"":""0"",""reason"":""All three visible vehicles are positioned within clearly marked yellow-lined parking bays, with no evidence of crossing boundaries or intruding into travel aisles."",""evidence"":""Visible yellow parking bay lines contain all vehicles; no boundary crossing or aisle intrusion observed.""}","All three visible vehicles are positioned within clearly marked yellow-lined parking bays, with no evidence of crossing boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007647.png,positive,131,train,ok
Black SUV and white sedan are both fully contained within their respective yellow-lined parking bays.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,28.182676,IMG_007648,0,56,419432389,476,28120647743,,"{""label"":""0"",""reason"":""All visible vehicles are parked within clearly marked yellow bay lines, with no evidence of crossing boundaries or intruding into travel aisles."",""evidence"":""Black SUV and white sedan are both fully contained within their respective yellow-lined parking bays.""}","All visible vehicles are parked within clearly marked yellow bay lines, with no evidence of crossing boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007648.png,positive,132,train,ok
Vehicles are parked in a row within marked bays; yellow lines delineate individual parking spaces; no vehicle is seen crossing a bay boundary or occupying a travel lane.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,29.944371,IMG_007649,0,80,373195733,476,29882005699,,"{""label"":""0"",""reason"":""All visible vehicles are positioned within clearly marked parking bays, aligned with yellow boundary lines, and show no evidence of crossing bay boundaries or intruding into travel aisles."",""evidence"":""Vehicles are parked in a row within marked bays; yellow lines delineate individual parking spaces; no vehicle is seen crossing a bay boundary or occupying a travel lane.""}","All visible vehicles are positioned within clearly marked parking bays, aligned with yellow boundary lines, and show no evidence of crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007649.png,positive,133,train,ok
Each car is centered in its own marked bay with visible white lines defining the parking spaces.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,29.492177,IMG_007650,0,63,453483886,476,29429451277,,"{""label"":""0"",""reason"":""All visible vehicles are positioned within clearly marked parking bays, aligned with lane boundaries, and show no evidence of crossing bay lines or intruding into travel aisles."",""evidence"":""Each car is centered in its own marked bay with visible white lines defining the parking spaces.""}","All visible vehicles are positioned within clearly marked parking bays, aligned with lane boundaries, and show no evidence of crossing bay lines or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007650.png,positive,134,train,ok
White parking bay lines are clearly visible; all cars are positioned inside their respective bays without crossing boundaries.,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,1,,30.74507,IMG_007651,0,66,423558407,476,30682039462,,"{""label"":""0"",""reason"":""All visible vehicles are parked within clearly marked parking bays, aligned with white boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles."",""evidence"":""White parking bay lines are clearly visible; all cars are positioned inside their respective bays without crossing boundaries.""}","All visible vehicles are parked within clearly marked parking bays, aligned with white boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007651.png,positive,135,train,ok
