media_id,source_id,relative_path,gt_label,sample_role,generation_group,subtype,manifest_split,p0_prediction,p0_reason,p0_status,http_status,schema_status,prediction_unique,relative_path_match,gt_match,sample_role_match,generation_group_match,subtype_match,source_id_match,split_match,status_ok,schema_ok,dev_path_contained,image_exists,image_sha256_match,binding_ok
IMG_007579,61,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007579.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white van is positioned within a clearly marked parking bay, aligned with the white painted lines, and does not appear to cross any bay boundaries or intrude into a travel aisle.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007580,62,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007580.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The main vehicle is centered within a clearly marked parking bay, and no other visible vehicles are shown crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007581,63,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007581.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The main vehicle is clearly parked within a marked bay, and background vehicles are also within their respective bays.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007582,64,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007582.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The black pickup truck is positioned within a clearly marked yellow parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries. Other vehicles in the background also appear to be parked within their respective marked bays. The scene shows orderly parking without evidence of violation.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007583,65,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007583.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The red Volkswagen is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007584,66,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007584.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The red Ford Focus is clearly parked within its designated parking bay, aligned with the white painted lines. The white SUV is also parked within its own bay. No vehicles are crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007585,67,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007585.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The red car is clearly parked within a marked white-lined bay, and the white car is also within its own bay; no vehicles are crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007586,68,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007586.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white vehicle is clearly positioned within a marked parking bay, aligned with yellow boundary lines on the ground, showing no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007587,69,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007587.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white vehicle is clearly positioned within a marked parking bay, bounded by yellow lines on both sides and aligned with the parking geometry. No other vehicles are seen crossing bay boundaries or intruding into travel aisles. The scene shows no evidence of parking order violations.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007588,70,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007588.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white vehicle is clearly positioned within a marked parking bay, aligned with the yellow boundary lines, and not intruding into any travel aisle or crossing bay boundaries. Other visible vehicles are also within their respective bays. No evidence of parking order violation is present.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007589,71,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007589.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white car is clearly positioned within the white-painted parking bay lines, with no visible intrusion into travel lanes or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007590,72,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007590.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white car is parked within a clearly marked parking bay, aligned with the lane boundaries and not crossing any visible travel aisles or bay limits.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007591,73,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007591.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The white sedan is parked within a clearly marked parking bay, aligned with the lane and not crossing any boundaries or intruding into the travel aisle. The second vehicle in the distance also appears to be within its designated bay. No evidence of parking order violation is visible.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007592,74,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007592.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The silver sedan is clearly positioned within a marked parking bay, aligned with the yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007593,75,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007593.png,1,positive,POV_PARKING_B1_P02_CROSS_SINGLE_BOUNDARY_LINE,p02-cross-single-boundary-line,train,0,"The silver sedan is positioned within a clearly marked parking bay, aligned with the yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007647,131,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007647.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All three visible vehicles are positioned within clearly marked yellow-lined parking bays, with no evidence of crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007648,132,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007648.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All visible vehicles are parked within clearly marked yellow bay lines, with no evidence of crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007649,133,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007649.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All visible vehicles are positioned within clearly marked parking bays, aligned with yellow boundary lines, and show no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007650,134,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007650.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All visible vehicles are positioned within clearly marked parking bays, aligned with lane boundaries, and show no evidence of crossing bay lines or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007651,135,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007651.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All visible vehicles are parked within clearly marked parking bays, aligned with white boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007652,136,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007652.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All visible vehicles are positioned within clearly marked parking bays, aligned with bay boundaries, and not intruding into travel aisles or crossing bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007653,137,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007653.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All visible vehicles are positioned within clearly marked yellow bay boundaries on the paved surface, with no evidence of crossing bay lines or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007654,138,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007654.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,All visible vehicles are parked within clearly marked yellow bay lines; no vehicle crosses a boundary or intrudes into a travel aisle.,ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007655,139,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007655.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"The white van is parked within a clearly marked yellow-lined bay, and the white sedan to its right is also within its own marked bay. No vehicles are crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007656,140,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007656.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All three visible vehicles are parked within clearly marked parking bays, with no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007657,141,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007657.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"The dark pickup truck is parked within a clearly marked parking bay, aligned with the white painted lines. The white SUV behind it is also parked within its designated bay. No vehicles are crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007658,142,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007658.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,All visible vehicles are parked within clearly marked parking bays; no vehicle crosses bay boundaries or intrudes into travel aisles.,ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007659,143,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007659.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All visible vehicles are positioned within clearly marked parking bays, with no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007660,144,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007660.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,All visible vehicles are parked within clearly marked yellow bay lines; no vehicle crosses boundaries or intrudes into travel aisles.,ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007661,145,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007661.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All visible vehicles are positioned within clearly marked yellow-lined parking bays, with no evidence of crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007662,146,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007662.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,All visible vehicles are parked within clearly marked parking bays; no vehicle is shown crossing bay boundaries or intruding into travel aisles.,ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007663,147,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007663.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"The white vehicle is clearly positioned within a marked parking bay, aligned with the white painted lines. No other vehicles are visibly crossing bay boundaries or intruding into travel aisles. The scene shows orderly parking without evidence of violation.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007664,148,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007664.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All visible vehicles are parked within clearly marked parking bays, with no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007665,149,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007665.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"All three visible vehicles are clearly positioned within their respective marked parking bays, aligned with yellow boundary lines, showing no evidence of crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007666,150,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007666.png,1,positive,POV_PARKING_B1_P05_MULTI_VEHICLE_AT_LEAST_ONE_VIOLATION,p05-multi-vehicle-at-least-one-violation,train,0,"The white sedan is clearly parked within its designated bay, aligned with the yellow parking lines and not crossing any boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007400,161,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007400.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The white van is clearly positioned within a single marked parking bay, and the dark car to its left is also within its own marked bay. No vehicles are crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007401,162,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007401.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The white van is parked squarely within a single marked parking bay, and the black SUV is also within its own marked bay; no vehicles are crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007402,163,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007402.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The white van is clearly positioned within the boundaries of a marked parking bay, and the dark car in the background is also within its own marked bay. No vehicles are crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007403,164,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007403.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,All visible vehicles are positioned within clearly marked yellow bay boundaries; no vehicle crosses a boundary or intrudes into a travel aisle.,ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007404,165,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007404.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The black pickup truck is fully contained within the yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007405,166,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007405.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The primary vehicle is clearly parked within the yellow-lined bay boundaries, and no other vehicles show clear intrusion into travel aisles or bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007406,167,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007406.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The red car is clearly parked within its marked bay, and other visible vehicles are also positioned within their respective parking spaces. No vehicles are shown crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007407,168,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007407.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The red Honda is clearly parked within its marked bay boundaries, and other visible vehicles are also within their respective bays or in a queue area.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007408,169,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007408.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The red Volvo is clearly parked within its marked bay boundaries, and the white car to the left is also within its designated parking space. No vehicles are crossing bay lines or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007409,170,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007409.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The white vehicle is clearly positioned within the yellow-lined parking bay boundaries, with no visible intrusion into travel aisles or crossing of bay lines. The black vehicle on the right is also within its own marked bay. No evidence of disorderly parking or boundary violation is present.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007410,171,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007410.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The white vehicle is clearly parked within the yellow-lined bay boundaries, with no visible intrusion into travel aisles or crossing of bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007411,172,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007411.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The white SUV is clearly parked within the boundaries of a marked parking bay, and the white sedan behind it is also within its own marked bay. No vehicles are crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007412,173,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007412.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The white car is clearly parked within its marked bay, and other visible vehicles are also positioned within their respective parking spaces without crossing boundaries or intruding into aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007413,174,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007413.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"All visible vehicles are positioned within clearly marked parking bays, with no evidence of crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007414,175,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007414.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The white sedan is clearly parked within the boundaries of a marked parking bay, with no visible intrusion into travel aisles or crossing of bay lines.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007415,176,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007415.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The silver sedan is clearly positioned within the yellow-lined parking bay, with no visible intrusion into travel aisles or crossing of bay boundaries. Other vehicles in the background appear similarly parked within their respective bays. No evidence of disorderly parking or boundary violation is present.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007416,177,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007416.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The silver sedan is clearly parked within the boundaries of a marked parking bay, and the grey SUV is also within its own marked bay; no vehicles are crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007417,178,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007417.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The silver sedan is parked within clearly marked yellow bay lines, and the black vehicle is also within its designated bay; no vehicles are crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007418,179,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007418.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The single visible vehicle is clearly positioned within the white-painted parking bay lines, with no evidence of crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007419,180,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007419.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"All visible vehicles are positioned within clearly marked parking bays, with no evidence of crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007420,181,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007420.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The blue SUV is clearly positioned within the white-painted rectangular parking bay markings on the pavement, with no visible intrusion into travel aisles or crossing of bay boundaries.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007421,182,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007421.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"All visible vehicles are positioned within clearly marked yellow parking bay lines, with no evidence of crossing boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007422,183,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007422.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The black SUV is clearly positioned within the yellow-lined parking bay boundaries, with no visible intrusion into travel aisles or crossing of bay lines. Other visible vehicles in the background also appear to be parked within their respective marked bays. No evidence of disorderly parking or boundary crossing is present.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
IMG_007423,184,00_raw/ai_generated/images/20260902_ai_generated_parking_order_violation_pov_b1_397/IMG_007423.png,0,negative,POV_PARKING_B1_N01_STANDARD_INSIDE_BAY,n01-standard-inside-bay,train,0,"The black Ford Explorer is parked within clearly marked yellow bay lines, and other visible vehicles are also positioned within their respective marked bays or in a queue area. No vehicle is shown crossing bay boundaries or intruding into travel aisles.",ok,not_recorded_in_frozen_prediction,ok,true,true,true,true,true,true,true,true,true,true,true,true,true,true
